Folder,File,Breed,Sex,F0_mean,F0_min,F0_max,F1_mean,F2_mean
husky_male,23597_husky_M_dog_9.wav,husky,male,601.9,423.6,758.4,662.0,1641.3
husky_male,23933_husky_M_dog_9.wav,husky,male,428.5,261.7,632.3,638.1,1544.4
husky_male,24273_husky_M_dog_9.wav,husky,male,629.1,549.4,795.1,1028.8,1479.7
husky_male,24344_husky_M_dog_10.wav,husky,male,305.4,57.5,799.4,641.9,1635.6
husky_male,24362_husky_M_dog_10.wav,husky,male,531.4,450.4,546.2,786.7,1330.2
husky_male,24522_husky_M_dog_10.wav,husky,male,218.3,69.0,437.8,437.8,872.6
husky_male,24756_husky_M_dog_11.wav,husky,male,323.4,76.6,734.9,736.3,1596.5
husky_male,25359_husky_M_dog_11.wav,husky,male,537.1,421.6,589.2,951.9,1732.4
husky_male,25388_husky_M_dog_11.wav,husky,male,426.1,382.8,491.3,840.6,1535.1
husky_male,25533_husky_M_dog_13.wav,husky,male,242.0,160.1,321.3,719.8,1259.4
husky_male,25534_husky_M_dog_13.wav,husky,male,360.5,309.4,500.8,696.0,1277.7
husky_male,25536_husky_M_dog_13.wav,husky,male,400.9,185.2,530.5,582.6,1181.4
husky_male,671_husky_M_dog_5.wav,husky,male,316.2,252.4,438.0,658.5,1279.5
husky_male,77198_husky_M_dog_156.wav,husky,male,387.8,287.3,445.2,520.2,1550.9
husky_male,77199_husky_M_dog_156.wav,husky,male,493.4,168.6,798.0,726.0,1573.1
husky_male,77201_husky_M_dog_156.wav,husky,male,527.6,466.2,611.6,965.1,1603.3
pitbull_female,72701_pitbull_F_dog_140.wav,pitbull,female,311.0,301.4,319.4,1224.1,2000.1
pitbull_female,72706_pitbull_F_dog_140.wav,pitbull,female,608.8,433.1,814.5,1004.3,2030.9
pitbull_female,72737_pitbull_F_dog_140.wav,pitbull,female,234.9,150.1,381.3,843.8,1444.6
pitbull_female,72870_pitbull_F_dog_141.wav,pitbull,female,507.1,190.2,797.0,814.1,1380.3
pitbull_female,73026_pitbull_F_dog_141.wav,pitbull,female,414.8,300.5,573.5,960.3,2037.4
pitbull_female,73701_pitbull_F_dog_141.wav,pitbull,female,538.7,224.3,739.5,660.0,1582.8
pitbull_female,74003_pitbull_F_dog_143.wav,pitbull,female,509.5,367.5,614.4,601.3,1336.8
pitbull_female,74201_pitbull_F_dog_145.wav,pitbull,female,378.9,355.1,417.1,379.2,1600.3
pitbull_female,74215_pitbull_F_dog_145.wav,pitbull,female,131.5,75.3,208.3,837.5,2465.2
pitbull_female,74259_pitbull_F_dog_145.wav,pitbull,female,279.9,147.8,478.6,428.4,1620.2
pitbull_female,75224_pitbull_F_dog_149.wav,pitbull,female,575.0,507.6,658.2,666.2,1666.7
pitbull_female,75246_pitbull_F_dog_149.wav,pitbull,female,252.3,75.0,681.7,757.2,1525.7
pitbull_female,75264_pitbull_F_dog_149.wav,pitbull,female,451.9,413.6,503.2,666.4,1344.0
pitbull_female,75664_pitbull_F_dog_150.wav,pitbull,female,431.6,159.1,648.2,944.7,1627.5
pitbull_female,75673_pitbull_F_dog_150.wav,pitbull,female,363.4,321.1,461.1,503.2,1434.4
pitbull_female,75674_pitbull_F_dog_150.wav,pitbull,female,460.9,213.6,810.1,919.1,1836.4
pitbull_female,75815_pitbull_F_dog_151.wav,pitbull,female,440.8,209.7,622.4,782.8,1714.4
pitbull_female,76116_pitbull_F_dog_151.wav,pitbull,female,342.2,76.7,452.4,425.1,1348.4
pitbull_female,76464_pitbull_F_dog_151.wav,pitbull,female,299.2,79.5,690.3,654.1,1814.0
pitbull_female,76801_pitbull_F_dog_152.wav,pitbull,female,390.2,235.6,521.4,778.1,1457.8
pitbull_female,76831_pitbull_F_dog_152.wav,pitbull,female,359.0,197.5,522.5,588.4,1380.1
pitbull_female,76936_pitbull_F_dog_152.wav,pitbull,female,333.3,252.9,544.3,708.1,1524.7
pitbull_female,77079_pitbull_F_dog_153.wav,pitbull,female,421.7,222.4,624.7,811.2,1565.0
pitbull_female,77084_pitbull_F_dog_153.wav,pitbull,female,637.7,591.9,706.9,742.6,1606.5
pitbull_female,77113_pitbull_F_dog_153.wav,pitbull,female,528.9,166.5,734.6,1078.0,1777.9
pitbull_female,77153_pitbull_F_dog_154.wav,pitbull,female,355.2,178.8,473.3,655.4,1226.9
pitbull_female,77157_pitbull_F_dog_154.wav,pitbull,female,365.1,142.8,460.3,511.5,1032.6
pitbull_female,77165_pitbull_F_dog_154.wav,pitbull,female,232.1,80.3,434.7,512.2,1561.1
pitbull_male,68067_pitbull_M_dog_127.wav,pitbull,male,448.7,288.2,820.6,823.1,1840.7
pitbull_male,68075_pitbull_M_dog_127.wav,pitbull,male,423.6,91.5,648.0,694.3,1532.3
pitbull_male,68079_pitbull_M_dog_127.wav,pitbull,male,742.0,626.9,783.1,1082.2,1611.3
pitbull_male,68087_pitbull_M_dog_128.wav,pitbull,male,645.1,144.8,769.1,677.7,1947.6
pitbull_male,68093_pitbull_M_dog_128.wav,pitbull,male,91.2,76.9,101.6,607.8,2258.8
pitbull_male,68183_pitbull_M_dog_128.wav,pitbull,male,0,0,0,973.4,1935.5
pitbull_male,68193_pitbull_M_dog_129.wav,pitbull,male,221.4,218.2,224.1,802.2,2034.4
pitbull_male,68229_pitbull_M_dog_129.wav,pitbull,male,342.3,166.1,548.2,1096.5,1645.1
pitbull_male,68254_pitbull_M_dog_129.wav,pitbull,male,342.7,90.5,508.1,924.8,1683.8
pitbull_male,68358_pitbull_M_dog_131.wav,pitbull,male,305.9,74.8,795.3,886.6,1811.4
pitbull_male,68363_pitbull_M_dog_131.wav,pitbull,male,592.7,533.3,636.0,893.9,1868.5
pitbull_male,68392_pitbull_M_dog_131.wav,pitbull,male,330.6,76.6,767.4,850.0,1612.8
pitbull_male,68423_pitbull_M_dog_132.wav,pitbull,male,353.9,122.2,819.0,925.4,1490.8
pitbull_male,68514_pitbull_M_dog_132.wav,pitbull,male,452.8,139.4,574.1,982.9,1810.7
pitbull_male,68559_pitbull_M_dog_132.wav,pitbull,male,0,0,0,1034.6,1691.5
pitbull_male,68667_pitbull_M_dog_133.wav,pitbull,male,518.8,462.3,571.7,725.9,1574.5
pitbull_male,68682_pitbull_M_dog_133.wav,pitbull,male,447.9,166.1,618.0,615.6,1473.4
pitbull_male,68684_pitbull_M_dog_133.wav,pitbull,male,146.6,94.2,223.4,531.6,1748.4
pitbull_male,68688_pitbull_M_dog_134.wav,pitbull,male,99.2,99.2,99.2,805.7,1752.6
pitbull_male,68710_pitbull_M_dog_134.wav,pitbull,male,270.2,75.0,765.0,669.0,1745.9
pitbull_male,68718_pitbull_M_dog_134.wav,pitbull,male,90.4,75.7,109.7,611.7,1810.5
pitbull_male,68809_pitbull_M_dog_135.wav,pitbull,male,0,0,0,806.9,1657.9
pitbull_male,69122_pitbull_M_dog_135.wav,pitbull,male,89.4,82.7,97.7,272.4,1916.9
pitbull_male,69131_pitbull_M_dog_135.wav,pitbull,male,193.5,107.1,274.3,576.4,1895.8
pitbull_male,72650_pitbull_M_dog_138.wav,pitbull,male,604.3,176.2,800.0,914.6,1685.1
pitbull_male,72661_pitbull_M_dog_138.wav,pitbull,male,578.2,343.6,738.5,1085.6,1668.4
pitbull_male,72663_pitbull_M_dog_138.wav,pitbull,male,524.8,413.4,739.4,1135.3,2152.2
pitbull_male,72684_pitbull_M_dog_139.wav,pitbull,male,387.3,77.5,754.9,764.1,1949.9
pitbull_male,72688_pitbull_M_dog_139.wav,pitbull,male,186.1,80.4,656.9,608.0,1643.0
pitbull_male,72699_pitbull_M_dog_139.wav,pitbull,male,410.0,314.2,483.0,796.8,1555.5
shiba inu_female,55579_shibainu_F_dog_107.wav,shiba inu,female,329.6,88.7,451.7,876.2,1777.3
shiba inu_female,56004_shibainu_F_dog_107.wav,shiba inu,female,238.3,234.3,242.0,1000.0,1786.4
shiba inu_female,56631_shibainu_F_dog_107.wav,shiba inu,female,624.2,364.3,808.9,810.4,2068.0
shiba inu_female,57333_shibainu_F_dog_108.wav,shiba inu,female,325.2,80.3,795.2,850.3,1723.3
shiba inu_female,57454_shibainu_F_dog_108.wav,shiba inu,female,523.8,213.9,813.8,900.4,1861.5
shiba inu_female,59040_shibainu_F_dog_108.wav,shiba inu,female,511.2,414.1,670.8,738.2,1642.9
shiba inu_female,59190_shibainu_F_dog_109.wav,shiba inu,female,753.7,652.7,790.9,755.9,1961.0
shiba inu_female,59342_shibainu_F_dog_109.wav,shiba inu,female,145.5,133.8,172.3,639.8,1598.5
shiba inu_female,59579_shibainu_F_dog_109.wav,shiba inu,female,571.4,216.6,833.4,1088.4,1996.4
shiba inu_female,60048_shibainu_F_dog_110.wav,shiba inu,female,672.2,299.1,764.5,865.7,1685.1
shiba inu_female,60228_shibainu_F_dog_110.wav,shiba inu,female,570.1,570.1,570.1,1276.6,2101.6
shiba inu_female,60264_shibainu_F_dog_110.wav,shiba inu,female,416.8,400.8,433.5,907.1,1796.2
shiba inu_female,60977_shibainu_F_dog_111.wav,shiba inu,female,518.1,456.7,653.0,1115.9,1880.5
shiba inu_female,61840_shibainu_F_dog_111.wav,shiba inu,female,424.9,192.9,826.5,993.3,2055.1
shiba inu_female,61926_shibainu_F_dog_111.wav,shiba inu,female,624.2,466.9,721.6,1159.7,2175.0
shiba inu_female,64583_shibainu_F_dog_116.wav,shiba inu,female,568.9,77.4,837.6,810.4,1494.1
shiba inu_female,64715_shibainu_F_dog_116.wav,shiba inu,female,457.5,178.2,679.4,740.2,1350.6
shiba inu_female,64951_shibainu_F_dog_116.wav,shiba inu,female,468.2,358.7,827.6,639.9,1441.1
shiba inu_female,65397_shibainu_F_dog_117.wav,shiba inu,female,540.5,509.0,639.2,1002.7,1660.7
shiba inu_female,65398_shibainu_F_dog_117.wav,shiba inu,female,160.7,67.5,355.1,537.0,1370.4
shiba inu_female,65411_shibainu_F_dog_117.wav,shiba inu,female,415.5,359.0,662.5,569.4,1374.7
shiba inu_female,65617_shibainu_F_dog_118.wav,shiba inu,female,387.8,167.4,567.7,972.2,1463.1
shiba inu_female,65838_shibainu_F_dog_118.wav,shiba inu,female,495.7,445.6,532.0,1035.7,1524.2
shiba inu_female,66112_shibainu_F_dog_118.wav,shiba inu,female,448.5,75.0,487.1,898.5,1927.9
shiba inu_female,66387_shibainu_F_dog_120.wav,shiba inu,female,655.2,507.9,797.4,807.4,1321.9
shiba inu_female,66405_shibainu_F_dog_120.wav,shiba inu,female,719.5,394.9,804.0,829.9,1625.2
