Folder,File,Breed,Sex,F0_mean,F0_min,F0_max,F1_mean,F2_mean
chihuahua_male,108_chihuahua_M_dog_2.wav,chihuahua,male,199.1,112.6,281.5,866.1,1793.4
chihuahua_male,25507_chihuahua_M_dog_12.wav,chihuahua,male,256.9,239.1,290.5,577.5,1339.6
chihuahua_male,25508_chihuahua_M_dog_12.wav,chihuahua,male,284.3,241.6,384.8,611.3,1179.0
chihuahua_male,25511_chihuahua_M_dog_12.wav,chihuahua,male,208.8,188.0,218.7,775.8,1443.8
chihuahua_male,30_chihuahua_M_dog_1.wav,chihuahua,male,404.3,358.0,444.8,1023.0,1716.1
chihuahua_male,35858_chihuahua_M_dog_31.wav,chihuahua,male,428.4,343.5,509.4,1298.3,1955.4
chihuahua_male,35862_chihuahua_M_dog_31.wav,chihuahua,male,422.4,315.3,516.7,1109.0,1656.6
chihuahua_male,35865_chihuahua_M_dog_31.wav,chihuahua,male,379.2,319.2,506.2,907.1,1647.2
chihuahua_male,37605_chihuahua_M_dog_41.wav,chihuahua,male,342.7,80.5,514.3,715.7,1590.4
chihuahua_male,37606_chihuahua_M_dog_41.wav,chihuahua,male,269.2,157.6,362.0,852.3,1550.9
chihuahua_male,37610_chihuahua_M_dog_41.wav,chihuahua,male,328.6,308.9,378.5,822.7,1588.1
chihuahua_male,49021_chihuahua_M_dog_85.wav,chihuahua,male,345.9,322.9,376.9,694.3,1292.7
chihuahua_male,49089_chihuahua_M_dog_85.wav,chihuahua,male,335.5,121.0,442.8,787.7,1444.6
chihuahua_male,49138_chihuahua_M_dog_85.wav,chihuahua,male,0,0,0,932.4,1387.9
chihuahua_male,50347_chihuahua_M_dog_94.wav,chihuahua,male,350.0,304.7,397.8,839.1,1746.5
chihuahua_male,50348_chihuahua_M_dog_94.wav,chihuahua,male,384.5,365.5,403.4,970.6,1623.3
chihuahua_male,50352_chihuahua_M_dog_94.wav,chihuahua,male,341.6,265.1,438.2,946.2,1832.5
chihuahua_male,62_chihuahua_M_dog_1.wav,chihuahua,male,425.2,403.1,499.1,486.6,1432.0
chihuahua_male,67686_chihuahua_M_dog_125.wav,chihuahua,male,183.9,80.3,230.6,580.9,1481.7
chihuahua_male,67787_chihuahua_M_dog_125.wav,chihuahua,male,194.1,115.1,299.0,787.5,1581.5
chihuahua_male,67_chihuahua_M_dog_1.wav,chihuahua,male,429.1,366.3,498.9,1033.1,1679.7
chihuahua_male,68028_chihuahua_M_dog_125.wav,chihuahua,male,0,0,0,977.8,2076.4
chihuahua_male,70104_chihuahua_M_dog_136.wav,chihuahua,male,241.4,137.5,405.5,802.8,1308.0
chihuahua_male,70770_chihuahua_M_dog_136.wav,chihuahua,male,257.5,76.5,416.0,813.8,1264.2
chihuahua_male,71634_chihuahua_M_dog_136.wav,chihuahua,male,333.5,199.9,482.8,1197.2,1794.0
chihuahua_male,75073_chihuahua_M_dog_147.wav,chihuahua,male,345.6,275.0,417.7,929.7,1834.3
chihuahua_male,75085_chihuahua_M_dog_147.wav,chihuahua,male,166.0,110.4,241.3,862.0,1903.4
chihuahua_male,75105_chihuahua_M_dog_147.wav,chihuahua,male,277.3,76.0,369.5,981.6,2046.6
german shepherd_female,39823_gsd_F_dog_57.wav,german shepherd,female,288.5,170.5,365.2,968.5,1587.5
german shepherd_female,39824_gsd_F_dog_57.wav,german shepherd,female,306.5,177.5,490.1,979.4,1610.0
german shepherd_female,39827_gsd_F_dog_57.wav,german shepherd,female,294.6,191.7,381.4,966.9,1535.6
german shepherd_female,39848_gsd_F_dog_58.wav,german shepherd,female,214.2,83.0,348.6,777.0,1774.0
german shepherd_female,39863_gsd_F_dog_58.wav,german shepherd,female,353.3,182.1,490.1,833.1,1561.2
german shepherd_female,39865_gsd_F_dog_58.wav,german shepherd,female,275.8,179.1,325.9,631.5,1264.3
german shepherd_female,39873_gsd_F_dog_59.wav,german shepherd,female,86.3,86.0,86.6,755.8,1197.3
german shepherd_female,39882_gsd_F_dog_59.wav,german shepherd,female,265.2,94.1,398.7,1184.1,2124.1
german shepherd_female,39886_gsd_F_dog_59.wav,german shepherd,female,411.4,87.0,480.9,995.1,1762.3
german shepherd_female,39906_gsd_F_dog_60.wav,german shepherd,female,322.6,159.4,461.7,808.5,1671.4
german shepherd_female,39921_gsd_F_dog_60.wav,german shepherd,female,315.1,313.3,316.4,1035.4,1819.4
german shepherd_female,39923_gsd_F_dog_60.wav,german shepherd,female,332.7,332.2,332.9,679.4,1991.3
german shepherd_female,39945_gsd_F_dog_61.wav,german shepherd,female,371.8,268.1,466.1,494.5,1183.9
german shepherd_female,39968_gsd_F_dog_61.wav,german shepherd,female,287.0,259.2,313.1,680.7,1460.1
german shepherd_female,40079_gsd_F_dog_61.wav,german shepherd,female,366.0,157.5,524.5,569.9,1462.7
german shepherd_female,40199_gsd_F_dog_64.wav,german shepherd,female,430.6,413.0,446.7,790.5,1387.0
german shepherd_female,40214_gsd_F_dog_64.wav,german shepherd,female,261.3,78.3,351.3,896.0,1974.7
german shepherd_female,40216_gsd_F_dog_64.wav,german shepherd,female,258.2,75.6,499.9,883.6,1579.3
german shepherd_female,40219_gsd_F_dog_65.wav,german shepherd,female,274.8,255.9,282.3,929.2,1873.8
german shepherd_female,40228_gsd_F_dog_65.wav,german shepherd,female,296.4,168.9,452.0,690.4,1745.5
german shepherd_female,40230_gsd_F_dog_65.wav,german shepherd,female,287.4,113.7,464.9,614.0,1645.1
german shepherd_female,40241_gsd_F_dog_66.wav,german shepherd,female,410.1,344.2,460.1,812.8,1835.4
german shepherd_female,40352_gsd_F_dog_66.wav,german shepherd,female,320.6,198.3,442.1,797.6,1681.3
german shepherd_female,40416_gsd_F_dog_66.wav,german shepherd,female,0,0,0,1337.1,1955.8
german shepherd_female,40796_gsd_F_dog_68.wav,german shepherd,female,336.1,84.7,437.0,536.0,1058.2
german shepherd_female,40853_gsd_F_dog_68.wav,german shepherd,female,120.2,78.5,206.6,504.3,1242.8
german shepherd_female,40857_gsd_F_dog_68.wav,german shepherd,female,339.6,304.3,353.9,683.5,1607.0
german shepherd_female,40859_gsd_F_dog_69.wav,german shepherd,female,456.5,121.7,498.9,656.1,1446.7
german shepherd_female,40860_gsd_F_dog_69.wav,german shepherd,female,377.4,86.8,462.2,1018.8,1775.0
german shepherd_female,40864_gsd_F_dog_69.wav,german shepherd,female,329.6,143.7,486.3,929.3,1717.5
german shepherd_male,36298_gsd_M_dog_36.wav,german shepherd,male,274.3,151.3,383.7,750.5,1530.6
german shepherd_male,36356_gsd_M_dog_36.wav,german shepherd,male,367.0,344.9,400.0,927.1,1281.1
german shepherd_male,36371_gsd_M_dog_36.wav,german shepherd,male,368.5,356.3,408.0,970.4,1611.8
german shepherd_male,37428_gsd_M_dog_38.wav,german shepherd,male,183.1,153.9,198.1,828.3,1624.0
german shepherd_male,37429_gsd_M_dog_38.wav,german shepherd,male,396.3,341.4,447.0,734.2,1938.1
german shepherd_male,37441_gsd_M_dog_38.wav,german shepherd,male,427.3,215.3,491.9,515.8,1508.5
german shepherd_male,37613_gsd_M_dog_42.wav,german shepherd,male,312.4,109.0,513.6,824.5,1564.5
german shepherd_male,37614_gsd_M_dog_42.wav,german shepherd,male,364.6,345.1,380.6,1061.1,1739.0
german shepherd_male,37616_gsd_M_dog_42.wav,german shepherd,male,0,0,0,1090.8,1809.2
german shepherd_male,37663_gsd_M_dog_44.wav,german shepherd,male,0,0,0,806.5,1597.6
german shepherd_male,37725_gsd_M_dog_44.wav,german shepherd,male,340.8,284.5,366.3,732.9,1803.9
german shepherd_male,37775_gsd_M_dog_44.wav,german shepherd,male,246.6,84.1,420.5,679.3,1487.6
german shepherd_male,37894_gsd_M_dog_47.wav,german shepherd,male,329.0,222.9,530.5,580.1,1517.2
german shepherd_male,37923_gsd_M_dog_47.wav,german shepherd,male,189.6,91.3,218.4,352.1,1488.3
german shepherd_male,37924_gsd_M_dog_47.wav,german shepherd,male,205.2,183.1,229.3,403.7,1298.5
german shepherd_male,38159_gsd_M_dog_49.wav,german shepherd,male,270.9,112.3,509.9,845.9,1650.0
german shepherd_male,38164_gsd_M_dog_49.wav,german shepherd,male,292.5,94.1,337.2,742.5,1377.4
german shepherd_male,38193_gsd_M_dog_49.wav,german shepherd,male,289.8,87.1,492.6,545.0,1748.1
german shepherd_male,38261_gsd_M_dog_51.wav,german shepherd,male,348.7,84.5,414.8,648.1,1376.6
german shepherd_male,38270_gsd_M_dog_51.wav,german shepherd,male,221.2,75.7,345.0,695.2,1407.5
german shepherd_male,38275_gsd_M_dog_51.wav,german shepherd,male,356.8,224.7,522.9,609.1,1570.3
german shepherd_male,38450_gsd_M_dog_53.wav,german shepherd,male,342.3,225.0,524.4,572.2,1350.1
german shepherd_male,38518_gsd_M_dog_53.wav,german shepherd,male,297.2,227.4,498.9,591.5,1392.2
german shepherd_male,38528_gsd_M_dog_53.wav,german shepherd,male,207.6,76.8,499.1,728.9,1469.6
german shepherd_male,38535_gsd_M_dog_54.wav,german shepherd,male,297.2,78.8,490.6,507.0,1190.4
german shepherd_male,38540_gsd_M_dog_54.wav,german shepherd,male,143.4,125.5,159.8,619.5,1936.2
german shepherd_male,38544_gsd_M_dog_54.wav,german shepherd,male,313.3,183.1,446.9,775.6,1602.7
german shepherd_male,39786_gsd_M_dog_56.wav,german shepherd,male,407.9,366.5,422.1,1192.5,1563.5
german shepherd_male,39797_gsd_M_dog_56.wav,german shepherd,male,383.7,325.9,482.4,1126.3,1768.2
german shepherd_male,39799_gsd_M_dog_56.wav,german shepherd,male,311.2,203.7,491.7,751.1,1381.7
husky_female,26230_husky_F_dog_14.wav,husky,female,295.0,167.6,410.3,718.3,1338.0
husky_female,26840_husky_F_dog_14.wav,husky,female,259.8,147.5,463.0,764.0,1305.8
husky_female,27564_husky_F_dog_14.wav,husky,female,385.4,124.9,463.1,827.9,1797.1
husky_female,27603_husky_F_dog_15.wav,husky,female,180.6,76.2,267.8,672.8,1561.7
husky_female,27643_husky_F_dog_15.wav,husky,female,163.3,87.4,440.6,654.2,1323.5
husky_female,27646_husky_F_dog_15.wav,husky,female,262.6,190.3,396.8,942.3,1696.7
husky_female,27940_husky_F_dog_18.wav,husky,female,437.4,388.9,498.9,754.3,1574.6
husky_female,27941_husky_F_dog_18.wav,husky,female,399.2,370.0,446.3,1068.8,1876.0
husky_female,27945_husky_F_dog_18.wav,husky,female,370.7,316.4,500.9,876.5,1786.2
husky_female,27947_husky_F_dog_19.wav,husky,female,176.0,151.2,211.7,660.3,1529.0
husky_female,27969_husky_F_dog_19.wav,husky,female,279.0,144.3,448.9,586.3,1546.8
husky_female,27977_husky_F_dog_19.wav,husky,female,320.9,100.0,518.7,534.0,1255.7
husky_female,29278_husky_F_dog_21.wav,husky,female,287.9,245.7,387.7,1111.3,2025.1
husky_female,29932_husky_F_dog_21.wav,husky,female,365.6,88.4,527.1,523.9,1514.4
husky_female,29992_husky_F_dog_21.wav,husky,female,328.5,247.5,392.5,699.2,1420.0
husky_female,32591_husky_F_dog_25.wav,husky,female,336.4,128.2,528.7,789.6,1969.2
husky_female,32597_husky_F_dog_25.wav,husky,female,331.9,102.9,524.6,861.4,1811.6
husky_female,32664_husky_F_dog_25.wav,husky,female,407.4,317.3,499.9,860.1,1975.9
husky_female,34945_husky_F_dog_27.wav,husky,female,271.0,71.9,528.9,690.1,1512.9
husky_female,34960_husky_F_dog_27.wav,husky,female,388.6,249.5,517.2,660.5,1656.7
husky_female,34962_husky_F_dog_27.wav,husky,female,343.0,199.8,490.7,810.3,1354.9
husky_female,35896_husky_F_dog_32.wav,husky,female,397.5,117.2,478.4,812.4,1627.1
husky_female,35911_husky_F_dog_32.wav,husky,female,85.2,74.0,109.1,899.6,1846.8
husky_female,35976_husky_F_dog_32.wav,husky,female,293.9,254.2,311.2,874.3,1594.5
husky_female,36181_husky_F_dog_34.wav,husky,female,319.2,256.4,379.3,642.9,1447.7
husky_female,36201_husky_F_dog_34.wav,husky,female,115.0,114.8,115.2,512.1,2000.5
husky_female,36219_husky_F_dog_34.wav,husky,female,403.9,366.8,458.3,804.0,1745.8
husky_female,36283_husky_F_dog_35.wav,husky,female,317.9,234.6,403.9,1351.2,2179.3
husky_female,36292_husky_F_dog_35.wav,husky,female,280.0,189.8,424.2,833.1,1514.4
husky_female,36294_husky_F_dog_35.wav,husky,female,300.8,217.9,379.0,1121.5,2034.6
husky_male,110_husky_M_dog_3.wav,husky,male,370.7,360.7,376.9,872.7,1839.0
husky_male,1259_husky_M_dog_5.wav,husky,male,365.7,222.2,492.1,694.6,1326.7
husky_male,132_husky_M_dog_3.wav,husky,male,95.5,69.0,150.4,493.0,1724.4
husky_male,140_husky_M_dog_3.wav,husky,male,397.7,205.9,489.7,886.0,1671.7
husky_male,1522_husky_M_dog_5.wav,husky,male,343.0,228.0,518.1,766.1,1614.8
husky_male,16613_husky_M_dog_8.wav,husky,male,315.5,265.9,353.0,699.2,1525.5
husky_male,16898_husky_M_dog_8.wav,husky,male,187.4,90.6,494.0,649.4,1317.4
husky_male,192_husky_M_dog_4.wav,husky,male,404.6,200.8,492.3,469.0,1626.3
husky_male,201_husky_M_dog_4.wav,husky,male,339.9,301.0,393.8,614.2,1658.6
husky_male,203_husky_M_dog_4.wav,husky,male,97.5,92.9,101.2,624.2,2012.7
husky_male,21307_husky_M_dog_8.wav,husky,male,293.6,152.3,490.2,564.3,1162.7
husky_male,2278_husky_M_dog_6.wav,husky,male,324.8,111.9,446.1,529.8,1208.0
husky_male,2305_husky_M_dog_6.wav,husky,male,230.5,80.4,498.3,587.4,1258.7
husky_male,2307_husky_M_dog_6.wav,husky,male,261.1,97.0,431.6,553.3,1329.8
husky_male,23597_husky_M_dog_9.wav,husky,male,346.8,115.7,466.0,662.0,1641.3
husky_male,23933_husky_M_dog_9.wav,husky,male,303.0,180.5,529.2,638.1,1544.4
husky_male,24273_husky_M_dog_9.wav,husky,male,315.3,275.2,398.6,1028.8,1479.7
husky_male,24344_husky_M_dog_10.wav,husky,male,268.8,57.5,510.6,641.9,1635.6
husky_male,24362_husky_M_dog_10.wav,husky,male,283.2,264.8,476.6,786.7,1330.2
husky_male,24522_husky_M_dog_10.wav,husky,male,216.7,69.0,437.8,437.8,872.6
husky_male,24756_husky_M_dog_11.wav,husky,male,272.2,76.6,508.1,736.3,1596.5
husky_male,25359_husky_M_dog_11.wav,husky,male,341.9,278.7,497.2,951.9,1732.4
husky_male,25388_husky_M_dog_11.wav,husky,male,426.1,382.8,491.3,840.6,1535.1
husky_male,25533_husky_M_dog_13.wav,husky,male,242.0,160.1,321.3,719.8,1259.4
husky_male,25534_husky_M_dog_13.wav,husky,male,358.1,309.4,500.8,696.0,1277.7
husky_male,25536_husky_M_dog_13.wav,husky,male,383.0,185.2,495.1,582.6,1181.4
husky_male,671_husky_M_dog_5.wav,husky,male,316.2,252.4,438.0,658.5,1279.5
husky_male,77198_husky_M_dog_156.wav,husky,male,387.8,287.3,445.2,520.2,1550.9
husky_male,77199_husky_M_dog_156.wav,husky,male,320.4,168.6,479.1,726.0,1573.1
husky_male,77201_husky_M_dog_156.wav,husky,male,343.2,251.7,486.1,965.1,1603.3
pitbull_female,72701_pitbull_F_dog_140.wav,pitbull,female,311.0,301.4,319.4,1224.1,2000.1
pitbull_female,72706_pitbull_F_dog_140.wav,pitbull,female,440.2,152.0,512.7,1004.3,2030.9
pitbull_female,72737_pitbull_F_dog_140.wav,pitbull,female,234.9,150.1,381.3,843.8,1444.6
pitbull_female,72870_pitbull_F_dog_141.wav,pitbull,female,351.7,169.8,509.5,814.1,1380.3
pitbull_female,73026_pitbull_F_dog_141.wav,pitbull,female,293.3,261.7,319.2,960.3,2037.4
pitbull_female,73701_pitbull_F_dog_141.wav,pitbull,female,312.0,169.8,483.6,660.0,1582.8
pitbull_female,74003_pitbull_F_dog_143.wav,pitbull,female,419.2,287.0,487.1,601.3,1336.8
pitbull_female,74201_pitbull_F_dog_145.wav,pitbull,female,378.9,355.1,417.1,379.2,1600.3
pitbull_female,74215_pitbull_F_dog_145.wav,pitbull,female,131.5,75.3,208.3,837.5,2465.2
pitbull_female,74259_pitbull_F_dog_145.wav,pitbull,female,276.4,147.8,478.6,428.4,1620.2
pitbull_female,75224_pitbull_F_dog_149.wav,pitbull,female,261.7,81.7,317.3,666.2,1666.7
pitbull_female,75246_pitbull_F_dog_149.wav,pitbull,female,214.1,75.0,498.1,757.2,1525.7
pitbull_female,75264_pitbull_F_dog_149.wav,pitbull,female,437.5,252.5,490.6,666.4,1344.0
pitbull_female,75664_pitbull_F_dog_150.wav,pitbull,female,330.8,159.1,489.0,944.7,1627.5
pitbull_female,75673_pitbull_F_dog_150.wav,pitbull,female,363.4,321.1,461.1,503.2,1434.4
pitbull_female,75674_pitbull_F_dog_150.wav,pitbull,female,340.7,213.6,498.5,919.1,1836.4
pitbull_female,75815_pitbull_F_dog_151.wav,pitbull,female,172.5,76.6,238.7,782.8,1714.4
pitbull_female,76116_pitbull_F_dog_151.wav,pitbull,female,342.2,76.7,452.4,425.1,1348.4
pitbull_female,76464_pitbull_F_dog_151.wav,pitbull,female,230.9,79.5,472.3,654.1,1814.0
pitbull_female,76801_pitbull_F_dog_152.wav,pitbull,female,336.0,226.8,527.4,778.1,1457.8
pitbull_female,76831_pitbull_F_dog_152.wav,pitbull,female,347.9,197.5,523.2,588.4,1380.1
pitbull_female,76936_pitbull_F_dog_152.wav,pitbull,female,319.0,236.0,517.4,708.1,1524.7
pitbull_female,77079_pitbull_F_dog_153.wav,pitbull,female,383.0,222.4,485.7,811.2,1565.0
pitbull_female,77084_pitbull_F_dog_153.wav,pitbull,female,318.7,296.8,352.9,742.6,1606.5
pitbull_female,77113_pitbull_F_dog_153.wav,pitbull,female,365.8,166.5,525.2,1078.0,1777.9
pitbull_female,77153_pitbull_F_dog_154.wav,pitbull,female,355.2,178.8,473.3,655.4,1226.9
pitbull_female,77157_pitbull_F_dog_154.wav,pitbull,female,365.1,142.8,460.3,511.5,1032.6
pitbull_female,77165_pitbull_F_dog_154.wav,pitbull,female,233.1,80.3,434.7,512.2,1561.1
pitbull_male,68067_pitbull_M_dog_127.wav,pitbull,male,385.6,288.2,446.9,823.1,1840.7
pitbull_male,68075_pitbull_M_dog_127.wav,pitbull,male,371.3,91.5,466.8,694.3,1532.3
pitbull_male,68079_pitbull_M_dog_127.wav,pitbull,male,384.9,306.3,494.9,1082.2,1611.3
pitbull_male,68087_pitbull_M_dog_128.wav,pitbull,male,415.3,144.8,503.6,677.7,1947.6
pitbull_male,68093_pitbull_M_dog_128.wav,pitbull,male,91.2,76.9,101.6,607.8,2258.8
pitbull_male,68183_pitbull_M_dog_128.wav,pitbull,male,0,0,0,973.4,1935.5
pitbull_male,68193_pitbull_M_dog_129.wav,pitbull,male,142.2,75.1,224.1,802.2,2034.4
pitbull_male,68229_pitbull_M_dog_129.wav,pitbull,male,267.1,166.1,515.2,1096.5,1645.1
pitbull_male,68254_pitbull_M_dog_129.wav,pitbull,male,324.0,90.5,492.6,924.8,1683.8
pitbull_male,68358_pitbull_M_dog_131.wav,pitbull,male,196.3,74.8,497.7,886.6,1811.4
pitbull_male,68363_pitbull_M_dog_131.wav,pitbull,male,280.9,262.5,302.3,893.9,1868.5
pitbull_male,68392_pitbull_M_dog_131.wav,pitbull,male,135.3,76.6,426.4,850.0,1612.8
pitbull_male,68423_pitbull_M_dog_132.wav,pitbull,male,284.8,122.2,480.8,925.4,1490.8
pitbull_male,68514_pitbull_M_dog_132.wav,pitbull,male,394.5,139.4,517.1,982.9,1810.7
pitbull_male,68559_pitbull_M_dog_132.wav,pitbull,male,0,0,0,1034.6,1691.5
pitbull_male,68667_pitbull_M_dog_133.wav,pitbull,male,294.1,159.1,492.2,725.9,1574.5
pitbull_male,68682_pitbull_M_dog_133.wav,pitbull,male,255.0,90.9,493.0,615.6,1473.4
pitbull_male,68684_pitbull_M_dog_133.wav,pitbull,male,154.3,94.2,231.6,531.6,1748.4
pitbull_male,68688_pitbull_M_dog_134.wav,pitbull,male,99.2,99.2,99.2,805.7,1752.6
pitbull_male,68710_pitbull_M_dog_134.wav,pitbull,male,116.1,74.8,381.4,669.0,1745.9
pitbull_male,68718_pitbull_M_dog_134.wav,pitbull,male,90.6,75.7,109.7,611.7,1810.5
pitbull_male,68809_pitbull_M_dog_135.wav,pitbull,male,0,0,0,806.9,1657.9
pitbull_male,69122_pitbull_M_dog_135.wav,pitbull,male,89.3,82.7,97.7,272.4,1916.9
pitbull_male,69131_pitbull_M_dog_135.wav,pitbull,male,193.5,107.1,274.3,576.4,1895.8
pitbull_male,72650_pitbull_M_dog_138.wav,pitbull,male,348.1,176.2,457.4,914.6,1685.1
pitbull_male,72661_pitbull_M_dog_138.wav,pitbull,male,357.6,276.7,494.4,1085.6,1668.4
pitbull_male,72663_pitbull_M_dog_138.wav,pitbull,male,443.0,313.6,518.1,1135.3,2152.2
pitbull_male,72684_pitbull_M_dog_139.wav,pitbull,male,153.5,77.5,349.7,764.1,1949.9
pitbull_male,72688_pitbull_M_dog_139.wav,pitbull,male,156.5,75.3,237.4,608.0,1643.0
pitbull_male,72699_pitbull_M_dog_139.wav,pitbull,male,410.0,314.2,483.0,796.8,1555.5
shiba inu_female,55579_shibainu_F_dog_107.wav,shiba inu,female,329.6,88.7,451.7,876.2,1777.3
shiba inu_female,56004_shibainu_F_dog_107.wav,shiba inu,female,238.3,234.3,242.0,1000.0,1786.4
shiba inu_female,56631_shibainu_F_dog_107.wav,shiba inu,female,346.8,182.0,451.3,810.4,2068.0
shiba inu_female,57333_shibainu_F_dog_108.wav,shiba inu,female,265.0,80.3,485.8,850.3,1723.3
shiba inu_female,57454_shibainu_F_dog_108.wav,shiba inu,female,332.1,79.2,489.1,900.4,1861.5
shiba inu_female,59040_shibainu_F_dog_108.wav,shiba inu,female,364.9,231.1,524.8,738.2,1642.9
shiba inu_female,59190_shibainu_F_dog_109.wav,shiba inu,female,383.7,362.7,399.4,755.9,1961.0
shiba inu_female,59342_shibainu_F_dog_109.wav,shiba inu,female,145.5,133.8,172.3,639.8,1598.5
shiba inu_female,59579_shibainu_F_dog_109.wav,shiba inu,female,383.2,74.9,516.9,1088.4,1996.4
shiba inu_female,60048_shibainu_F_dog_110.wav,shiba inu,female,359.7,278.6,386.5,865.7,1685.1
shiba inu_female,60228_shibainu_F_dog_110.wav,shiba inu,female,0,0,0,1276.6,2101.6
shiba inu_female,60264_shibainu_F_dog_110.wav,shiba inu,female,416.8,400.8,433.5,907.1,1796.2
shiba inu_female,60977_shibainu_F_dog_111.wav,shiba inu,female,463.5,387.7,478.1,1115.9,1880.5
shiba inu_female,61840_shibainu_F_dog_111.wav,shiba inu,female,373.3,192.9,488.5,993.3,2055.1
shiba inu_female,61926_shibainu_F_dog_111.wav,shiba inu,female,401.0,345.9,492.6,1159.7,2175.0
shiba inu_female,64583_shibainu_F_dog_116.wav,shiba inu,female,316.9,77.4,499.1,810.4,1494.1
shiba inu_female,64715_shibainu_F_dog_116.wav,shiba inu,female,272.9,178.2,339.8,740.2,1350.6
shiba inu_female,64951_shibainu_F_dog_116.wav,shiba inu,female,383.8,235.5,503.9,639.9,1441.1
shiba inu_female,65397_shibainu_F_dog_117.wav,shiba inu,female,268.3,213.5,322.1,1002.7,1660.7
shiba inu_female,65398_shibainu_F_dog_117.wav,shiba inu,female,160.7,67.5,355.1,537.0,1370.4
shiba inu_female,65411_shibainu_F_dog_117.wav,shiba inu,female,382.7,281.0,474.6,569.4,1374.7
shiba inu_female,65617_shibainu_F_dog_118.wav,shiba inu,female,304.0,167.4,460.9,972.2,1463.1
shiba inu_female,65838_shibainu_F_dog_118.wav,shiba inu,female,480.3,445.6,499.2,1035.7,1524.2
shiba inu_female,66112_shibainu_F_dog_118.wav,shiba inu,female,448.5,75.0,487.1,898.5,1927.9
shiba inu_female,66387_shibainu_F_dog_120.wav,shiba inu,female,302.3,124.8,399.9,807.4,1321.9
shiba inu_female,66405_shibainu_F_dog_120.wav,shiba inu,female,370.3,157.1,457.7,829.9,1625.2
